Time_s,X_m,Y_m,Theta_rad
1855,10.5,23.6357605971091,-1.57079632679485
1855.5,10.5,23.5607605971091,-1.57079632679485
1856,10.5,23.4857605971091,-1.57079632679485
1856.5,10.5,23.4107605971091,-1.57079632679485
1857,10.5,23.3357605971091,-1.57079632679485
1857.5,10.5,23.2607605971091,-1.57079632679485
1858,10.5,23.1857605971091,-1.57079632679485
1858.5,10.5,23.1107605971091,-1.57079632679485
1859,10.5,23.0357605971091,-1.57079632679485
1859.5,10.5,22.9607605971091,-1.57079632679485
1860,10.5,22.8857605971091,-1.57079632679485
1860.5,10.5,22.8107605971091,-1.57079632679485
1861,10.5,22.7357605971091,-1.57079632679485
1861.5,10.5,22.6607605971091,-1.57079632679485
1862,10.5,22.5857605971091,-1.57079632679485
1862.5,10.5,22.5107605971091,-1.57079632679485
1863,10.5,22.4357605971091,-1.57079632679485
1863.5,10.5,22.3607605971091,-1.57079632679485
1864,10.5,22.2857605971091,-1.57079632679485
1864.5,10.5,22.2107605971091,-1.57079632679485
1865,10.5,22.1357605971091,-1.57079632679485
1865.5,10.5,22.0607605971091,-1.57079632679485
1866,10.5,21.985760597109,-1.57079632679485
1866.5,10.5,21.910760597109,-1.57079632679485
1867,10.5,21.835760597109,-1.57079632679485
1867.5,10.5,21.760760597109,-1.57079632679485
1868,10.5,21.685760597109,-1.57079632679485
1868.5,10.5,21.610760597109,-1.57079632679485
1869,10.5,21.535760597109,-1.57079632679485
1869.5,10.5,21.460760597109,-1.57079632679485
1870,10.5,21.385760597109,-1.57079632679485
1870.5,10.5,21.310760597109,-1.57079632679485
1871,10.5,21.235760597109,-1.57079632679485
1871.5,10.5,21.160760597109,-1.57079632679485
